🎤 Search by Artist,🎶 Songs by Artist,timestamp
selena gomez,"{""headers"": [""artist_name"", ""track_name"", ""genre"", ""popularity""], ""data"": [[""Selena Gomez"", ""Wolves"", ""Dance"", 86], [""Selena Gomez"", ""Back To You - From 13 Reasons Why \u2013 Season 2 Soundtrack"", ""Dance"", 84], [""Selena Gomez"", ""Bad Liar"", ""Dance"", 76], [""Selena Gomez"", ""Back To You"", ""Dance"", 76], [""Selena Gomez"", ""Fetish (feat. Gucci Mane)"", ""Dance"", 74], [""Selena Gomez"", ""Hands To Myself"", ""Dance"", 68], [""Selena Gomez"", ""The Heart Wants What It Wants"", ""Dance"", 73], [""Selena Gomez"", ""Same Old Love"", ""Dance"", 67], [""Selena Gomez & The Scene"", ""Love You Like A Love Song"", ""Dance"", 73], [""Selena Gomez & The Scene"", ""Who Says"", ""Dance"", 71]], ""metadata"": null}",2025-10-31 09:05:02.383935
